SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA4,EState_VSA7,EState_VSA8,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,LabuteASA,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHDonors,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA13,PEOE_VSA6,PEOE_VSA7,RingCount,SMR_VSA3,SMR_VSA5,SMR_VSA7,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_COO,fr_COO2,fr_NH1,fr_Nhpyrrole,fr_benzene,fr_bicyclic,fr_para_hydroxylation
CC(C)c1ccc(CCCNS(C)(=O)=O)cc1,66.24,63.68,2.719,255.376,2,1,6,2.721,54.55,434.9921961003297,12.88890505706126,10.732816560899362,11.549313141827088,7.882828714625174,5.9175554282356595,7.808966966293915,4.666338647043037,6.4993448355896675,2.6528651582176934,3.3813666984399533,1.619280904508352,2.1344092837043562,12.841643245852019,0.0,42.835037537679774,255.129299912,17.0,234.21499999999995,14.191996280223185,6.168228077157347,104.29663599629633,2.2918000000000003,71.69850000000004,255.38299999999998,1.0,3.0,1.0,1.0,1.0,6.0,0.0,0.0,96.0,0.0,38.112942673227685,29.886452275407404,1.0,4.722094864452088,32.60702369139466,35.392371257240434,21.218322573752918,37.313105051862635,24.26546827384644,46.17,0.0,2.590474064625851,0.5518065157779262,8.52732418430335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Oc1cc(-c2ccc(-c3ccc(Br)cc3)cc2)nn1-c1ccccn1,69.28,99.0,5.541,392.249,3,1,3,5.539,50.94,993.5629329483602,17.225403871315223,13.172372354474199,14.758368893588903,12.20350993820667,7.773974928877946,8.566973198435297,5.57175994023311,6.4874354690248,3.915066366963064,4.443731880001297,2.6357287867811885,2.9000615433003074,21.1630739909234,36.39820241076966,50.278072501044036,391.0320241680001,25.0,378.1440000000001,15.598585502468657,6.529275077310339,153.09134853343377,5.069400000000003,101.5958,392.25600000000003,1.0,4.0,2.0,4.0,1.0,3.0,0.0,0.0,122.0,0.0,58.394513377180616,35.392371257240434,4.0,14.76446326439343,0.0,83.46596790898482,19.870990659234135,0.0,83.46596790898482,50.940000000000005,14.622965360991156,3.914439566332605,0.6420543920498827,23.41674393519133,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
COc1cc(Nc2ncc(-c3cnn(C)c3)c(Nc3ccc4c(c3)CNCC4)n2)cc(OC)c1,48.42,82.81,3.959,457.528,6,3,7,3.95,98.15,1296.3695701166346,23.49298858481683,19.422823729193837,19.422823729193837,16.60601938362316,11.067699174821964,11.067699174821964,8.120177567731309,8.120177567731309,5.767796208179581,5.767796208179581,4.012571554790058,4.012571554790058,42.01200996751227,31.443616759675095,44.23212734665207,457.22262310400004,34.0,430.3220000000003,21.720902244699992,9.40165901420201,197.70971369923123,4.027200000000002,132.19809999999998,457.5380000000003,3.0,9.0,2.0,4.0,3.0,7.0,0.0,0.0,174.0,0.0,6.06636706846161,36.2252151491558,5.0,25.06523038934697,12.965578028838586,66.11563610900288,40.512793273808285,11.126902983393991,54.98873312560889,98.15,14.497672310154655,6.205762763463397,2.4850439835295957,12.005493471885032,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)NCC1CCCO1,59.496,66.631,-1.524,289.308,5,3,4,-1.424,121.98,669.1409192245792,14.043605595440512,10.355267136718997,11.171763717646723,8.898684032670673,5.844257280772388,7.3274205283667815,4.34929874093324,6.0530957413784705,2.868658222775997,4.444403819498049,1.992219571403668,3.291093347055973,12.841643245852019,4.9839785209472085,9.706073385399296,289.07324158,19.0,274.193,13.969642403063043,5.27248773884144,108.80174811985795,-1.1710799999999988,66.58290000000002,289.31300000000005,3.0,8.0,0.0,1.0,3.0,4.0,1.0,1.0,106.0,5.559266895052008,0.0,19.765380445542643,2.0,14.690051906346504,30.76483030880872,26.532012656247584,37.64135878439715,18.53557124070048,14.484557843661419,121.11999999999999,0.0,-1.657169574619971,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
COCCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)Cc1c[nH]c2ccccc12,1.776,5.529,4.143,445.596,3,1,8,3.318,48.57,1066.4458357189046,22.622745096813755,19.632844544879006,19.632844544879006,16.20784123585624,12.33527014411639,12.33527014411639,9.702799597253549,9.702799597253549,7.509484413124653,7.509484413124653,5.755331482485343,5.755331482485343,42.39753248145522,23.229487439386773,46.28209066256734,445.27292736,33.0,410.3270000000002,22.17653144861381,10.103467372929769,196.27158424276192,4.064800000000003,132.3937,445.60700000000026,1.0,5.0,2.0,3.0,1.0,8.0,1.0,1.0,174.0,0.0,42.46456947923127,60.9026704873306,5.0,14.783797982648164,38.14594894377801,71.41813459439696,66.62852367058838,29.531997720943004,54.727780119305955,48.57,1.1409098367507668,5.191420587353267,0.7161438235252267,17.701903647867233,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
CCC(CO)Nc1ncc2cc3ccccc3nc2c1C#N,13.856,42.906,2.791,292.335,4,2,4,3.045,81.83,865.5318494153353,15.526733258565956,12.24451982870031,12.24451982870031,10.761881452923198,7.224508016447067,7.224508016447067,5.144597845311524,5.144597845311524,3.7256238446045664,3.7256238446045664,2.4272282024537337,2.4272282024537337,22.709970769471866,37.255572541998674,21.35396695869302,292.132411132,22.0,276.214,14.236666634308785,5.9594357973070045,127.79541433411622,2.837480000000001,86.54650000000004,292.34200000000004,2.0,5.0,1.0,3.0,2.0,4.0,0.0,0.0,110.0,0.0,25.122838405075452,18.55355575984923,3.0,9.967957041894417,19.386399651764595,42.09213040561812,27.723207230396,18.90801031431363,36.52867891392113,81.83,23.793726666618085,1.888421884185774,0.4710010393046109,11.831668318153708,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1c(F)c(F)cc(F)c1F,99.0,83.03,5.295,519.675,3,2,4,5.295,76.02,1206.0973365731377,23.032651236960596,15.788111686741509,18.130037171874672,14.543820313256738,8.472363179499984,9.643325922066566,6.259385110523202,7.508298262745019,4.22311943332758,4.828855859672964,2.8312973814504154,3.4795044756414004,6.06636706846161,0.0,31.662202914263048,517.976828284,31.0,507.58400000000006,22.758244539384336,8.674388985339508,185.86831745770394,4.764920000000002,108.62840000000004,519.6800000000001,2.0,6.0,2.0,3.0,2.0,4.0,0.0,0.0,162.0,11.814359458703011,11.600939890232516,40.54986672626019,3.0,15.097273347452553,6.923737199690624,73.98101194899768,28.642516184826423,26.409905346386097,28.86866429283032,76.02000000000001,8.811912003157044,-1.164390983245149,-8.322843586521437,3.9271957260497476,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
CCCc1nn2c(N)c(C#N)nnc2c1-c1ccc(F)cc1,33.778,51.664,2.865,296.302,4,1,3,2.865,92.89,875.669443130889,15.689869965382487,11.914997358830243,11.914997358830243,10.65139700539098,6.85132553442504,6.85132553442504,4.859647806306766,4.859647806306766,3.374650546264106,3.374650546264106,2.365957278440259,2.365957278440259,29.66247422409447,12.992958512482897,15.296045424903113,296.118572636,22.0,283.20500000000004,13.949621190335199,5.40722907419677,125.56028303941646,2.33678,79.29840000000002,296.309,2.0,6.0,1.0,3.0,1.0,3.0,0.0,0.0,110.0,0.0,25.477292959539852,24.117007251546223,3.0,19.811443318518734,19.765380445542643,41.470545104589256,19.811443318518734,24.732414812313557,24.26546827384644,92.89,21.34309701646958,8.7766986856471,-0.15940276098961115,7.99062585892943,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
O=C(C1CC(=O)N(c2n[nH]c3cc(Br)ccc23)C1)N1CCCC1,99.9,99.9,1.907,377.236,3,1,2,1.907,69.3,781.4782580704081,15.97432701575866,12.588143604314618,14.174140143429323,11.131030293135234,7.860706791597284,8.653705061154636,6.174903394906018,7.0905789236977075,4.652453593137651,5.1457052318546905,3.4565544748123225,3.8176397352698044,41.30680050559064,23.09901093623531,26.127307514551426,376.05348788400005,23.0,360.10600000000017,14.686487965344789,5.632205182309723,141.49340549024436,2.3007,90.06770000000003,377.24200000000025,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,120.0,0.0,15.929943897949348,31.04074445123685,4.0,15.097273347452553,19.26246486877803,22.671820721217244,46.545902023893284,19.26246486877803,22.671820721217244,69.3,8.149775972117242,0.8717541152263377,0.45539046096833813,5.786869061674256,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
COCCCNC(=O)C1CCC(CN(Cc2c(Cl)cccc2Cl)S(=O)(=O)c2ccc(Br)cc2)CC1,0.0,0.0,5.491,606.4,4,1,11,5.491,84.09,1070.8957016163586,25.424074484064484,19.682461920232516,23.596812932311856,16.717582484092624,11.672888985241334,14.66187952961778,8.806721824842331,12.474732587056899,6.351417787208459,9.414193865593274,4.330660353024052,6.596252815009834,36.57682763046246,0.0,21.24673250195568,604.056495932,35.0,575.162,28.411924326371178,13.402727855944804,226.04653279436954,5.905900000000006,143.15049999999982,606.41,1.0,6.0,2.0,2.0,1.0,11.0,0.0,1.0,192.0,0.0,45.198190746875994,74.4202165715611,3.0,9.622004595302565,43.544347996060395,62.54600711424333,45.436385022592276,37.667559606327046,51.83277247058146,75.71000000000001,3.845294152735254,0.583928334592809,0.17047056966902763,11.765376287814043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
Cc1noc(C)c1Cc1c(C(=O)N2CCC(Cc3nc(C4CCOCC4)no3)CC2)noc1C,3.39,1.36,1.854,469.533,6,0,6,1.854,120.52,1115.2725211640413,23.65612529163336,20.003077780063833,20.003077780063833,16.491203638441373,12.056242484850015,12.056242484850015,9.418082967729946,9.418082967729946,7.157317012042508,7.157317012042508,4.907860003848212,4.907860003848212,73.7233549387727,25.67112132992235,20.453968292323545,469.23251909199996,34.0,438.29400000000027,22.765994300743742,9.693996811360208,197.52355268799082,3.5505600000000026,119.44650000000006,469.54200000000037,0.0,10.0,0.0,3.0,0.0,6.0,2.0,2.0,182.0,5.907179729351506,15.469989771376337,52.372404136937305,5.0,25.35387802317402,65.21404738278933,45.75038223086563,57.564334493376506,82.1461119528029,13.569284810920045,120.52000000000001,12.329390451813136,2.971327628541993,3.5484359932845644,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cc1cc(C)cc(N/C(N)=N/Cc2nc(C(C)(C)C)cs2)c1,0.17,0.07,4.034,316.464,2,2,5,4.053,91.54,659.957651719356,16.328062645816686,13.896533608598457,14.713030189526183,10.236202008657774,7.3398290322460005,8.219481843500896,6.579341165468934,7.521995006689833,3.1989257905765136,4.032499766107695,2.1150516373418937,3.05911593286029,16.388937966384788,0.0,73.49102183189306,316.172167768,22.0,292.282,16.489820362718092,6.482239874174768,136.05312085857273,3.9842400000000024,95.67910000000003,316.47399999999993,3.0,4.0,1.0,2.0,2.0,3.0,0.0,0.0,118.0,0.0,26.83757866753348,37.10711151969846,2.0,4.9839785209472085,46.578432873762466,45.407618650945956,10.943533089691044,42.59966627416709,28.571568708486414,63.3,6.212640975371631,10.497549042376109,0.4143598828420265,6.231219878255864,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CCS(=O)(=O)c1nc(S(=O)(=O)c2ccc(Cl)cc2)c(NC2CCCC2)s1,0.09,21.6,4.343,434.981,5,1,6,4.343,138.19,992.6158772711772,18.949382989376325,14.105201353637097,17.310620042438728,12.236348663653576,8.245804061180714,12.575693589032216,6.100547692055178,11.852993395201057,4.291412381712526,9.54636904738555,2.7982229939564838,6.984857089152269,37.020072369638775,0.0,10.30076712495354,434.019547768,26.0,415.8400000000002,19.597427688726704,7.456361981157684,162.00119739822895,3.7774000000000028,102.62330000000006,434.99200000000025,1.0,6.0,1.0,2.0,1.0,6.0,0.0,1.0,142.0,0.0,42.703106213709894,37.107111519698464,3.0,4.9839785209472085,52.90996365540319,29.288101587587764,33.614266925499834,32.60702369139466,38.526567408707,93.19999999999999,3.675019797528065,0.0,-0.13510472041586752,5.879177873309818,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CC(C)CCN(C)C1CCN(S(=O)(=O)c2ccc(C(C)(C)C)cc2)CC1,3.855,54.218,4.038,380.588,3,0,7,2.478,49.0,666.9577828266691,19.535169427003225,17.325914364648547,18.14241094557627,12.013892449325281,9.824940062514713,11.265003391315352,9.072766417331334,11.010701397273,5.464070220599891,7.376938720486494,3.4436844211993107,4.913383021312413,24.94985114346159,12.13273413692322,46.566267711980785,380.249749392,26.0,344.3100000000001,21.39075448652621,8.405302054981842,160.18014691473866,4.1151000000000035,109.00780000000009,380.5980000000002,0.0,4.0,1.0,1.0,0.0,6.0,1.0,1.0,148.0,0.0,46.75142013537634,61.88397540154618,2.0,9.205125722146711,70.23346564129366,29.828919765543436,50.346704736038525,59.44460235892814,29.160951749364212,40.620000000000005,0.0,1.1835465645268,0.7027655523078153,7.898236785327334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CC(C)Cn1c(NCCN(C)C)nc2c1c(=O)[nH]c(=O)n2C,94.6,99.0,1.375,308.379,4,2,6,-0.111,82.5,767.9566472671667,16.438793109825923,13.804021575676828,13.804021575676828,10.307438208038288,7.390487614933677,7.390487614933677,6.160422317564771,6.160422317564771,3.3969277238412396,3.3969277238412396,2.3037381336778195,2.3037381336778195,6.544756405912575,18.662443613145733,34.03212977613247,308.196074008,22.0,284.194,16.283443518383198,6.348698317539541,128.31833407174506,0.0528000000000009,87.47640000000003,308.386,2.0,8.0,0.0,2.0,2.0,6.0,0.0,0.0,122.0,5.559266895052007,13.847474399381248,20.013250011515773,2.0,24.002066068327604,20.392230805293824,20.838084661399122,51.186922845507134,13.847474399381248,9.589074368143644,87.95000000000002,3.2553391912320486,-0.010783179012344712,0.9728545708406824,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
O=C(c1nccc2ccccc12)N1CCc2cc(-c3ccno3)ccc21,1.814,4.124,3.345,341.363,3,0,2,3.345,59.23,1114.031325380314,17.5098609216914,13.923203890886583,13.923203890886583,12.809663088089318,8.507222882411794,8.507222882411794,6.307661587788308,6.307661587788308,4.818745781211112,4.818745781211112,3.5485843059915547,3.5485843059915547,39.76780672880759,53.430846278543356,16.207008846534265,341.11642672,26.0,326.25000000000006,14.83797897649881,5.807220277803785,149.42258855500714,4.092700000000003,99.06250000000001,341.37,0.0,5.0,2.0,4.0,0.0,2.0,0.0,0.0,126.0,5.907179729351506,29.422131530971885,41.63596560293424,5.0,10.140641778072654,6.4208216229260096,78.24837024592611,22.592577913336733,16.051916670617278,71.514085696354,59.230000000000004,5.656726539406325,3.5366501509286508,0.6678350742271201,17.59900299450645,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
