MLM,HLM,AlogP,Molecular_Weight,Num_H_Donors,Num_RotatableBonds,LogD,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA7,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,Kappa1,Kappa2,Kappa3,LabuteASA,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAromaticCarbocycles,NumAromaticRings,NumHDonors,NumRotatableBonds,NumValenceElectrons,PEOE_VSA6,PEOE_VSA7,RingCount,SMR_VSA10,SMR_VSA3,SMR_VSA7,SlogP_VSA2,SlogP_VSA6,TPSA,VSA_EState3,VSA_EState6,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_COO,fr_COO2,fr_benzene,fr_bicyclic,fr_ester
0.0,0.0,5.491,606.4,1,11,5.491,1070.8957016163586,25.424074484064484,19.682461920232516,23.596812932311856,16.717582484092624,11.672888985241334,14.66187952961778,8.806721824842331,12.474732587056899,6.351417787208459,9.414193865593274,4.330660353024052,6.596252815009834,0.0,604.056495932,35.0,575.162,28.411924326371178,13.402727855944804,7.909691305776526,226.04653279436954,5.905900000000006,143.15049999999982,606.41,1.0,6.0,2.0,2.0,1.0,11.0,192.0,45.198190746875994,74.4202165715611,3.0,55.06229456117347,9.622004595302565,62.54600711424333,45.436385022592276,51.83277247058146,75.71000000000001,3.845294152735254,11.765376287814043,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3.39,1.36,1.854,469.533,0,6,1.854,1115.2725211640413,23.65612529163336,20.003077780063833,20.003077780063833,16.491203638441373,12.056242484850015,12.056242484850015,9.418082967729946,9.418082967729946,7.157317012042508,7.157317012042508,4.907860003848212,4.907860003848212,25.67112132992235,469.23251909199996,34.0,438.29400000000027,22.765994300743742,9.693996811360208,4.636412043310088,197.52355268799082,3.5505600000000026,119.44650000000006,469.54200000000037,0.0,10.0,0.0,3.0,0.0,6.0,182.0,15.469989771376337,52.372404136937305,5.0,5.907179729351506,25.35387802317402,45.75038223086563,57.564334493376506,13.569284810920045,120.52000000000001,12.329390451813136,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
0.17,0.07,4.034,316.464,2,5,4.053,659.957651719356,16.328062645816686,13.896533608598457,14.713030189526183,10.236202008657774,7.3398290322460005,8.219481843500896,6.579341165468934,7.521995006689833,3.1989257905765136,4.032499766107695,2.1150516373418937,3.05911593286029,0.0,316.172167768,22.0,292.282,16.489820362718092,6.482239874174768,4.561920042220479,136.05312085857273,3.9842400000000024,95.67910000000003,316.47399999999993,3.0,4.0,1.0,2.0,2.0,3.0,118.0,26.83757866753348,37.10711151969846,2.0,22.983726721362135,4.9839785209472085,45.407618650945956,10.943533089691044,28.571568708486414,63.3,6.212640975371631,6.231219878255864,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.09,21.6,4.343,434.981,1,6,4.343,992.6158772711772,18.949382989376325,14.105201353637097,17.310620042438728,12.236348663653576,8.245804061180714,12.575693589032216,6.100547692055178,11.852993395201057,4.291412381712526,9.54636904738555,2.7982229939564838,6.984857089152269,0.0,434.019547768,26.0,415.8400000000002,19.597427688726704,7.456361981157684,3.901896539966682,162.00119739822895,3.7774000000000028,102.62330000000006,434.99200000000025,1.0,6.0,1.0,2.0,1.0,6.0,142.0,42.703106213709894,37.107111519698464,3.0,47.61331401769012,4.9839785209472085,29.288101587587764,33.614266925499834,38.526567408707,93.19999999999999,3.675019797528065,5.879177873309818,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3.855,54.218,4.038,380.588,0,7,2.478,666.9577828266691,19.535169427003225,17.325914364648547,18.14241094557627,12.013892449325281,9.824940062514713,11.265003391315352,9.072766417331334,11.010701397273,5.464070220599891,7.376938720486494,3.4436844211993107,4.913383021312413,12.13273413692322,380.249749392,26.0,344.3100000000001,21.39075448652621,8.405302054981842,5.303980862576973,160.18014691473866,4.1151000000000035,109.00780000000009,380.5980000000002,0.0,4.0,1.0,1.0,0.0,6.0,148.0,46.75142013537634,61.88397540154618,2.0,10.023291153407584,9.205125722146711,29.828919765543436,50.346704736038525,29.160951749364212,40.620000000000005,0.0,7.898236785327334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94.6,99.0,1.375,308.379,2,6,-0.111,767.9566472671667,16.438793109825923,13.804021575676828,13.804021575676828,10.307438208038288,7.390487614933677,7.390487614933677,6.160422317564771,6.160422317564771,3.3969277238412396,3.3969277238412396,2.3037381336778195,2.3037381336778195,18.662443613145733,308.196074008,22.0,284.194,16.283443518383198,6.348698317539541,3.2152840452029343,128.31833407174506,0.0528000000000009,87.47640000000003,308.386,2.0,8.0,0.0,2.0,2.0,6.0,122.0,13.847474399381248,20.013250011515773,2.0,17.112217219370486,24.002066068327604,20.838084661399122,51.186922845507134,9.589074368143644,87.95000000000002,3.2553391912320486,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
1.814,4.124,3.345,341.363,0,2,3.345,1114.031325380314,17.5098609216914,13.923203890886583,13.923203890886583,12.809663088089318,8.507222882411794,8.507222882411794,6.307661587788308,6.307661587788308,4.818745781211112,4.818745781211112,3.5485843059915547,3.5485843059915547,53.430846278543356,341.11642672,26.0,326.25000000000006,14.83797897649881,5.807220277803785,2.2857903121610152,149.42258855500714,4.092700000000003,99.06250000000001,341.37,0.0,5.0,2.0,4.0,0.0,2.0,126.0,29.422131530971885,41.63596560293424,5.0,22.36701443296466,10.140641778072654,78.24837024592611,22.592577913336733,71.514085696354,59.230000000000004,5.656726539406325,17.59900299450645,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
94.33,99.0,1.027,337.42,1,5,1.009,861.0581462923647,15.742276208189782,12.145462182986885,13.778455344842337,10.4543269253365,6.682371422714519,9.045187481563806,4.839294206500721,7.780781891311209,3.202025354467024,6.060521008279906,1.9435572184336614,4.01288263018668,13.847474399381248,337.0667167200001,22.0,322.31000000000006,15.070998449087046,5.746430378862729,3.0084943956158705,131.64482503603867,1.32364,83.46750000000003,337.43000000000006,1.0,7.0,0.0,3.0,1.0,5.0,116.0,6.06636706846161,25.293904238308773,3.0,27.137730755261515,24.304131608263162,40.79142446354759,34.54459013405259,27.918819656524292,89.25,6.082800781578063,3.2923172514848202,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
55.941,78.013,3.703,353.392,0,2,3.703,837.6995675774657,16.63961743368832,13.253521571278256,14.070018152205982,12.365305980755144,8.089513895127205,8.9691667063821,5.839073602220264,6.728754569241868,4.162227650298684,5.117241622599373,2.9029586504217555,3.774984284943979,53.910999318158794,353.07217896,25.0,338.2790000000001,14.599401464600936,5.9670278225437245,2.6817066938916776,148.30788985153853,4.1681000000000035,92.72600000000003,353.39900000000006,0.0,5.0,2.0,3.0,0.0,2.0,126.0,24.26546827384644,24.26546827384644,5.0,11.336785877934737,4.9839785209472085,64.61255100986003,18.197742449973045,53.910999318158794,49.81,2.882600571092635,15.356332438870837,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
7.74,13.78,1.879,388.525,1,8,1.937,853.9528028434748,17.794682450997072,13.467723856634025,15.917213599417204,11.308026970925576,7.431924575725681,11.234803963375612,4.964646623246676,9.701780016322495,3.4937440064170064,7.85139464064094,2.1659990077858544,5.36650382778656,17.512796907389134,388.05852012,24.0,368.37600000000015,19.069886605028213,7.74849604380795,4.224209912295061,146.7848188065971,2.2571000000000003,94.89330000000004,388.53600000000006,1.0,6.0,1.0,2.0,1.0,8.0,132.0,19.913841467842857,35.711898112773966,2.0,31.383368184749905,9.027310855748322,46.65541237493687,34.23032277177926,51.56923213227112,83.55000000000001,1.8715266014279501,8.967363696264863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54.9,58.7,3.978,308.667,1,2,3.827,754.4837357334374,14.982763184195939,10.347884111129174,11.10381305714763,10.041713895658194,5.824139975005914,6.202104448015142,4.218215653702051,4.625415780442658,2.7984590270466967,3.101192342755541,1.733135216532906,1.9136778467616467,0.0,308.016411584,21.0,301.615,13.510186765284027,5.138945532517618,2.5737811750291857,122.15914384829436,4.040800000000001,71.7608,308.67100000000005,1.0,4.0,2.0,3.0,1.0,2.0,106.0,16.757603147357962,36.39820241076966,3.0,11.600939890232516,10.140641778072654,53.05527740660277,15.24716917291336,40.92129734774301,59.150000000000006,13.198423032649016,7.699421033556435,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
81.57,99.0,2.237,379.881,3,3,2.237,653.1843600690114,18.570703332935967,14.83960062156393,15.595529567582384,12.49963766397457,9.312445377803192,9.690409850812419,7.225111875383717,7.632312002124321,5.3430499087492045,5.672638129789249,3.852741250617436,4.035720185323791,0.0,379.166269372,26.0,353.6800000000001,18.98501866545865,8.268998583040208,4.298883071843821,158.4440905161791,3.147700000000002,101.24320000000004,379.88800000000026,3.0,6.0,1.0,1.0,3.0,3.0,142.0,42.99613889593377,37.81602062862726,3.0,29.226620406605655,10.216698334856808,29.288101587587768,46.67713581933756,24.26546827384644,81.67,15.852234059893068,6.607627814411188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81.95,82.29,-0.488,344.411,2,3,-1.031,827.8975582977905,18.300600429391718,14.98366614043841,14.98366614043841,11.756927950821465,8.46914528340079,8.46914528340079,6.9708668190449865,6.9708668190449865,4.280326512661528,4.280326512661528,3.2606677594770135,3.2606677594770135,33.761315867224106,344.19607400800004,25.0,320.2270000000001,17.34650511351389,6.436819345247566,3.3438025268751255,145.9384759007522,0.412540000000001,93.15660000000004,344.41900000000004,3.0,8.0,0.0,2.0,2.0,3.0,134.0,0.0,40.18213749015011,3.0,17.46153667947074,24.814756557720678,29.214518121468604,55.982606305773814,12.13273413692322,105.62000000000002,7.2264493032954435,2.782848721661401,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
32.111,24.242,0.631,306.34,3,2,0.622,845.8317585302742,15.14589989101247,11.505543246646889,12.322039827574615,9.96923425058676,6.381579717947302,7.198076298875028,4.910650487899693,6.2301297047820325,3.4312633028251294,4.545624162490666,2.272324031435948,3.194571441730345,19.056471336613843,306.078661308,21.0,292.23499999999996,13.624737496262508,4.884563464432515,2.2688453660731973,123.12960610490131,0.58782,80.0552,306.347,3.0,7.0,0.0,2.0,3.0,2.0,110.0,0.0,19.056471336613843,3.0,17.048470880705437,14.976869565848947,48.28856467742194,20.36929056634997,26.823216030806588,99.48,13.986492005752918,4.020057572781689,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
51.993,54.414,2.483,380.44,0,7,2.483,1007.9902099366678,20.095647359318303,16.3310720196577,16.3310720196577,13.507239053047547,9.062085827718198,9.062085827718198,6.617251384350758,6.617251384350758,4.490648034840309,4.490648034840309,2.8764992140702814,2.8764992140702814,61.52104081584512,380.18484062799996,28.0,356.25600000000014,19.5682472483434,8.665559552799564,4.202795190653008,163.33346235670177,2.1142200000000004,107.51000000000006,380.44800000000015,0.0,7.0,2.0,3.0,0.0,7.0,146.0,42.46456947923127,24.61992282831084,3.0,5.907179729351506,19.247494122088057,70.64503569012679,52.46378174581977,59.39184080022631,69.36,4.537590624212648,16.945304878768603,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
0.62,1.3,6.433,433.609,1,3,6.433,1092.557555254768,21.534804948073727,18.649716881753562,19.46621346268129,15.02487714325259,11.437003340038057,12.253499920965785,9.258720491817307,10.342342247942966,6.682554873097328,8.015923451859344,5.107605501318,6.511424796375313,11.336785877934737,433.21878361200004,31.0,402.3730000000002,20.376998277247036,8.192576446866436,3.6925123080717523,188.44394772920214,6.148520000000006,126.82470000000002,433.6210000000002,1.0,4.0,1.0,3.0,1.0,3.0,162.0,43.67639416492469,61.78456685787326,5.0,17.36790039027281,14.783797982648164,75.41992713772048,15.498123890979905,42.595045982382736,37.27,4.533315906609557,12.775022459175702,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0
